Sub-District Name,Village Code,Village Name English,Village Name Local,Village Status
Udgir,561258,Injanwadi,इंजनवाडी,Inhabitant
Udgir,561259,Jahangirpur,जहांगीरपूर,Inhabitant
Udgir,561260,Janwal,जाणवळ,Inhabitant
Udgir,561261,Kadavadi,काडावाडी,Inhabitant
Udgir,561262,Kaddavadi,काडदावाडी,Inhabitant
Udgir,561263,Kajala,काजळा,Inhabitant
Udgir,561264,Kalga,काळगा,Inhabitant
Udgir,561265,Kallikhadki,कल्लीखडकी,Inhabitant
Udgir,561266,Karalga,करळगा,Inhabitant
Udgir,561267,Kasarkheda,कासारखेडा,Inhabitant
Udgir,561268,Kati,काटी,Inhabitant
Udgir,561269,Kawalgaon,कवळगाव,Inhabitant
Udgir,561270,Kendre Wadi,केंद्रेवाडी,Inhabitant
Udgir,561271,Khadki,खडकी,Inhabitant
Udgir,561272,Khanapur,खानापूर,Inhabitant
Udgir,561273,Kinikadu,किनीकडू,Inhabitant
Udgir,561274,Kodal,कोदळ,Inhabitant
Udgir,561275,Kompali,कोंपळी,Inhabitant
Udgir,561276,Kopra,कोपरा,Inhabitant
Udgir,561277,Kumarda,कुमार्डा,Inhabitant
Udgir,561278,Kumtha,कुमठा,Inhabitant
Udgir,561279,Limbalwadi,लिंबाळवाडी,Inhabitant
Udgir,561280,Loni,लोणी,Inhabitant
Udgir,561281,Mahadupur,महादुपूर,Inhabitant
Udgir,561282,Makarwadi,मकरवाडी,Inhabitant
Udgir,561283,Malapur,माळापूर,Inhabitant
Udgir,561284,Malegaon,मालेगाव,Inhabitant
Udgir,561285,Malkapur,मल्कापूर,Inhabitant
Udgir,561286,Mandoal,मन्डोळ,Inhabitant
Udgir,561287,Mardi,मर्दी,Inhabitant
Udgir,561288,Masalga,मसलगा,Inhabitant
Udgir,561289,Mhasalwadi,म्हासाळवाडी,Inhabitant
Udgir,561290,Mogha,मोघा,Inhabitant
Udgir,561291,Mohnal,मोहनळ,Inhabitant
Udgir,561292,Morambi,मोरांबी,Inhabitant
Udgir,561293,Nageshwadi,नागेशवाडी,Inhabitant
Udgir,561294,Nandgaon,नांदगाव,Inhabitant
Udgir,561295,Nandura,नांदुरा,Inhabitant
Udgir,561296,Nava,नवा,Inhabitant
Udgir,561297,Navandi,नवांदी,Inhabitant
Udgir,561298,Netragaon,नेत्रगाव,Inhabitant
Udgir,561299,Pargaon,पारगाव,Inhabitant
Udgir,561300,Patoda,पाटोदा,Inhabitant
Udgir,561301,Pedgaon,पेडगाव,Inhabitant
Udgir,561302,Pimpalgaon,पिंपळगाव,Inhabitant
Udgir,561303,Ramegaon,रामेगाव,Inhabitant
Udgir,561304,Rana,राणा,Inhabitant
Udgir,561305,Rawankola,रावणकोळा,Inhabitant
Udgir,561306,Rohanwadi,रोहणवाडी,Inhabitant
Udgir,561307,Rudrawadi,रुद्रवाडी,Inhabitant
Udgir,561308,Rui,रुई,Inhabitant
Udgir,561309,Sallgara,साळगरा,Inhabitant
Udgir,561310,Sangvi,सांगवी,Inhabitant
Udgir,561311,Satala,सताळा,Inhabitant
Udgir,561312,Sawargaon,सावरगाव,Inhabitant
Udgir,561313,Scindala thot,शिंदाळाथोट,Inhabitant
Udgir,561314,Shandol,शेंदोळ,Inhabitant
Udgir,561315,Shelgaon,शेलगाव,Inhabitant
Udgir,561316,Shindnav,शिंदनवा,Inhabitant
Udgir,561317,Sirnal,शिरनाळ,Inhabitant
Udgir,561318,Shivpur,शिवपूर,Inhabitant
Udgir,561319,Somnathpur,सोमनाथपूर,Inhabitant
Udgir,561320,Sugav,सुगाव,Inhabitant
Udgir,561321,Sukani,सुकाणी,Inhabitant
Udgir,561322,Takalgaon,टाकळगाव,Inhabitant
Udgir,561323,Tandulwadi,तांदुळवाडी,Inhabitant
Udgir,561324,Tewari,तेवरी,Inhabitant
Udgir,561325,Thorgavan,थोरगव्हाण,Inhabitant
Udgir,561326,Tiruka,तिरुका,Inhabitant
Udgir,561327,Udgir,उदगीर,Inhabitant
Udgir,561328,Vadgaon,वडगाव,Inhabitant
Udgir,561329,Vaddawadi,वड्डावाडी,Inhabitant
Udgir,561330,Wagdhara,वाघधरा,Inhabitant
Udgir,561331,Wagholi,वाघोली,Inhabitant
Udgir,561332,Wadwal N.,वडवळ ना.,Inhabitant
Udgir,561333,Yeldara,येलदरा,Inhabitant
Udgir,561334,Yellnor,येलनूर
